"ID","Name","LongName","Parent"
"L50187","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/gradle-missing-engine/src/test","L50186"
"L50192","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/java-versions/src/test","L50191"
"L50272","main","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/ant-starter/src/main","L50271"
"L50278","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/ant-starter/src/test","L50271"
"L50286","main","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/gradle-starter/src/main","L50285"
"L50292","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/gradle-starter/src/test","L50285"
"L50300","main","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/maven-starter/src/main","L50299"
"L50306","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/maven-starter/src/test","L50299"
"L50358","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/vintage/src/test","L50357"
"L50371","src","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/multi-release-jar/default/src","L50370"
"L50411","standalone","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/projects/standalone/src/standalone","L50410"
"L50436","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/src/main/java/platform","L50435"
"L50446","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tooling-support-tests/src/test/java/platform","L50445"
"L242","registration","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/registration","L113"
"L494","callbacks","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/callbacks","L113"
"L746","defaultmethods","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/defaultmethods","L113"
"L1091","exception","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/exception","L113"
"L1175","extensions","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/extensions","L113"
"L1253","interceptor","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/interceptor","L113"
"L1730","session","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/session","L113"
"L2001","testinterface","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testinterface","L113"
"L2048","testkit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/testkit","L113"
"L2240","timing","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/example/timing","L113"
"L2454","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit","L2453"
"L162","domain","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/domain","L161"
"L237","registration","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/registration","L161"
"L341","util","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/main/java/example/util","L161"
"L2455","api","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api","L2454"
"L2456","tools","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/documentation/src/test/java/org/junit/api/tools","L2455"
"L2755","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit","L2754"
"L11072","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit","L11071"
"L2756","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter","L2755"
"L11073","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter","L11072"
"L2822","api","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api","L2756"
"L11078","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine","L2756"
"L6041","condition","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/condition","L2822"
"L7754","extension","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/extension","L2822"
"L11048","subpackage","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/subpackage","L2822"
"L11113","config","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/config","L11078"
"L11612","descriptor","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/descriptor","L11078"
"L13904","discovery","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/discovery","L11078"
"L15368","execution","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution","L11078"
"L16689","extension","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/extension","L11078"
"L22198","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/support","L11078"
"L22343","bridge","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/bridge","L11078"
"L8211","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/api/extension/support","L7754"
"L13707","subpackage","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/descriptor/subpackage","L11612"
"L14676","predicates","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/discovery/predicates","L13904"
"L16478","injection","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution/injection","L15368"
"L20106","sub","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/extension/sub","L16689"
"L16479","sample","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/test/java/org/junit/jupiter/engine/execution/injection/sample","L16478"
"L11074","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine","L11073"
"L11106","config","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config","L11074"
"L11582","descriptor","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/descriptor","L11074"
"L13890","discovery","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/discovery","L11074"
"L15352","execution","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/execution","L11074"
"L16671","extension","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension","L11074"
"L22194","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/support","L11074"
"L14666","predicates","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/discovery/predicates","L13890"
"L2764","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit","L2763"
"L7749","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/testFixtures/java/org/junit","L7748"
"L2765","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter","L2764"
"L7750","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/testFixtures/java/org/junit/jupiter","L7749"
"L2766","api","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api","L2765"
"L6006","condition","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/condition","L2766"
"L7712","extension","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/extension","L2766"
"L8670","function","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/function","L2766"
"L8691","io","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/io","L2766"
"L8848","parallel","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/parallel","L2766"
"L8208","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/main/java/org/junit/jupiter/api/extension/support","L7712"
"L7751","api","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/testFixtures/java/org/junit/jupiter/api","L7750"
"L7752","extension","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/testFixtures/java/org/junit/jupiter/api/extension","L7751"
"L9004","fixtures","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-api/src/testFixtures/java/org/junit/jupiter/api/fixtures","L7751"
"L6074","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit","L6073"
"L50179","foo.bar","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/resources/modules-2500/foo.bar","L50178"
"L50181","foo","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/resources/modules-2500/foo","L50178"
"L28226","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/jmh/java/org/junit","L28225"
"L6075","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/jupiter","L6074"
"L28318","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform","L6074"
"L28227","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/jmh/java/org/junit/jupiter","L28226"
"L6076","api","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/jupiter/api","L6075"
"L28245","extensions","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/jupiter/extensions","L6075"
"L28366","commons","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons","L28318"
"L33172","console","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/console","L28318"
"L35423","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine","L28318"
"L40471","jfr","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/jfr","L28318"
"L40678","launcher","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/launcher","L28318"
"L44997","reporting","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/reporting","L28318"
"L45707","runner","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/runner","L28318"
"L46311","suite","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/suite","L28318"
"L47049","testkit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/testkit","L28318"
"L6077","condition","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/jupiter/api/condition","L6076"
"L28367","util","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons/util","L28366"
"L32008","annotation","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons/annotation","L28366"
"L32027","function","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons/function","L28366"
"L32472","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons/support","L28366"
"L33319","options","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/console/options","L33172"
"L34087","tasks","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/console/tasks","L33172"
"L35314","subpackage","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/console/subpackage","L33172"
"L35522","discovery","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine/discovery","L35423"
"L36753","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine/support","L35423"
"L40727","core","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/launcher/core","L40678"
"L43016","listeners","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/launcher/listeners","L40678"
"L43902","tagexpression","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/launcher/tagexpression","L40678"
"L44998","legacy","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/reporting/legacy","L44997"
"L46312","commons","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/suite/commons","L46311"
"L46666","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/suite/engine","L46311"
"L47050","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/testkit/engine","L47049"
"L30467","classes","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/commons/util/classes","L28367"
"L36754","config","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine/support/config","L36753"
"L36813","descriptor","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine/support/descriptor","L36753"
"L38096","hierarchical","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical","L36753"
"L43030","discovery","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/launcher/listeners/discovery","L43016"
"L45014","xml","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/reporting/legacy/xml","L44998"
"L46973","testcases","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/suite/engine/testcases","L46666"
"L46994","testsuites","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/test/java/org/junit/platform/suite/engine/testsuites","L46666"
"L28228","jmh","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/platform-tests/src/jmh/java/org/junit/jupiter/jmh","L28227"
"L24027","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit","L24026"
"L24035","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/test/java/org/junit","L24034"
"L24028","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter","L24027"
"L24036","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter","L24035"
"L24029","migrationsupport","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport","L24028"
"L24040","conditions","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/conditions","L24029"
"L24122","rules","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules","L24029"
"L24146","adapter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/adapter","L24122"
"L24263","member","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/member","L24122"
"L24037","migrationsupport","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter/migrationsupport","L24036"
"L24043","conditions","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter/migrationsupport/conditions","L24037"
"L24129","rules","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-migrationsupport/src/test/java/org/junit/jupiter/migrationsupport/rules","L24037"
"L24675","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit","L24674"
"L24688","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit","L24687"
"L24676","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter","L24675"
"L24689","jupiter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit/jupiter","L24688"
"L24677","params","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params","L24676"
"L24697","aggregator","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator","L24677"
"L25101","converter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/converter","L24677"
"L26258","provider","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider","L24677"
"L27481","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/main/java/org/junit/jupiter/params/support","L24677"
"L24690","params","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params","L24689"
"L24705","aggregator","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params/aggregator","L24690"
"L25112","converter","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params/converter","L24690"
"L26282","provider","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-jupiter-params/src/test/java/org/junit/jupiter/params/provider","L24690"
"L28328","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit","L28327"
"L28337","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java9/org/junit","L28336"
"L33108","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/testFixtures/java/org/junit","L33107"
"L28329","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform","L28328"
"L28338","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java9/org/junit/platform","L28337"
"L33109","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/testFixtures/java/org/junit/platform","L33108"
"L28330","commons","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons","L28329"
"L28339","commons","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java9/org/junit/platform/commons","L28338"
"L28342","util","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons/util","L28330"
"L32005","annotation","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons/annotation","L28330"
"L32024","function","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons/function","L28330"
"L32299","logging","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons/logging","L28330"
"L32464","support","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java/org/junit/platform/commons/support","L28330"
"L28340","util","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/main/java9/org/junit/platform/commons/util","L28339"
"L33110","commons","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/testFixtures/java/org/junit/platform/commons","L33109"
"L33111","test","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-commons/src/testFixtures/java/org/junit/platform/commons/test","L33110"
"L33160","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java9/org/junit","L33159"
"L33166","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java/org/junit","L33165"
"L33161","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java9/org/junit/platform","L33160"
"L33167","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java/org/junit/platform","L33166"
"L33162","console","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java9/org/junit/platform/console","L33161"
"L33168","console","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java/org/junit/platform/console","L33167"
"L33311","options","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java/org/junit/platform/console/options","L33168"
"L34076","tasks","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-console/src/main/java/org/junit/platform/console/tasks","L33168"
"L35401","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/main/java/org/junit","L35400"
"L38086","junit","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/testFixtures/java/org/junit","L38085"
"L35402","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/main/java/org/junit/platform","L35401"
"L38087","platform","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/testFixtures/java/org/junit/platform","L38086"
"L35403","engine","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/main/java/org/junit/platform/engine","L35402"
"L35499","discovery","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/main/java/org/junit/platform/engine/discovery","L35403"
"L36684","reporting","D:/GitRepos/2022SourceMeter-CasadoCristianDavid/junit5-r5.8.0/junit-platform-engine/src/main/java/org/junit/platform/engine/reporting","L35403"
